qid,WChoice,NumMachine,NumForEach,k,LevelRs,Pivots,RepeatTime,MatCost,NaiveCost,Cost,QCost,EstResSite
965203,NULL,200,500,1,200_183_45_17_8_4_2_2_2_1,25_50_75_100_125_150_175_200_225_256,0,32640,51401,19640,16587,NULL
539018,NULL,200,500,1,7_5_5_4_3_2_2_1,64_75_86_97_108_119_130_141_152_163_174_185_196_207_218_229_240_256,1,32640,51401,14421,13108,200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_200.0_199.32_198.64_197.96_197.28_196.6_195.92_195.24_194.56_193.88_193.2_192.52_191.84_191.16_190.48_189.8_189.12_188.44_187.76_187.08_186.4_185.72_185.04_184.36_183.68_183.0_177.48_171.96_166.44_160.92_155.4_149.88_144.36_138.84_133.32_127.8_122.28_116.76_111.24_105.72_100.2_94.68_89.16_83.64_78.12_72.6_67.08_61.56_56.04_50.52_45.0_43.88_42.76_41.64_40.52_39.4_38.28_37.16_36.04_34.92_33.8_32.68_31.56_30.44_29.32_28.2_27.08_25.96_24.84_23.72_22.6_21.48_20.36_19.24_18.12_17.0_16.64_16.28_15.92_15.56_15.2_14.84_14.48_14.12_13.76_13.4_13.04_12.68_12.32_11.96_11.6_11.24_10.88_10.52_10.16_9.8_9.44_9.08_8.72_8.36_8.0_7.84_7.68_7.52_7.36_7.2_7.04_6.88_6.72_6.56_6.4_6.24_6.08_5.92_5.76_5.6_5.44_5.28_5.12_4.96_4.8_4.64_4.48_4.32_4.16_4.0_3.92_3.84_3.76_3.68_3.6_3.52_3.44_3.36_3.28_3.2_3.12_3.04_2.96_2.88_2.8_2.72_2.64_2.56_2.48_2.4_2.32_2.24_2.16_2.08_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_2.0_1.9677_1.9355_1.9032_1.871_1.8387_1.8065_1.7742_1.7419_1.7097_1.6774_1.6452_1.6129_1.5806_1.5484_1.5161_1.4839_1.4516_1.4194_1.3871_1.3548_1.3226_1.2903_1.2581_1.2258_1.1935_1.1613_1.129_1.0968_1.0645_1.0323_1.0
553452,NULL,200,500,1,155_66_36_12_6_5_5_4_4_4_3_2_1,30_45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,2,32640,51401,12939,10530,-1
474849,NULL,200,500,1,100_28_12_7_3_3_2_1,30_45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,3,32640,51401,10146,8325,-1
189013,NULL,200,500,1,200_154_92_54_35_26_14_10_6_6_4_4_3_1,30_45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,4,32640,51401,18753,15120,-1
37540,NULL,200,500,1,200_195_130_84_57_31_22_15_11_11_10_7_6_2_2_1,30_45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,5,32640,51401,22080,17747,-1
397715,NULL,200,500,1,167_108_57_26_16_9_9_5_3_2_2_2_2_2_1,45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,6,32640,51401,17993,15152,-1
503696,NULL,200,500,1,199_155_89_47_21_16_10_8_7_5_3_3_2_2_1,45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,7,32640,51401,20976,17507,-1
775155,NULL,200,500,1,174_104_62_43_23_13_9_9_7_5_4_3_2_2_1,45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,8,32640,51401,18943,15902,-1
339562,NULL,200,500,1,126_85_56_40_26_23_17_14_9_5_4_2_2_1,45_60_75_90_105_120_135_150_165_180_195_210_225_240_256,9,32640,51401,17972,15135,-1
